GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,RLAE001,RLAE002,RLAE003,RLAE004,RLAE005,RLAE006,RLAE007,RLAE008,RLAE009,RLAE010,NAME_M,RK9M001,RLAM001,RLAM002,RLAM003,RLAM004,RLAM005,RLAM006,RLAM007,RLAM008,RLAM009,RLAM010
"G2100630","2005-2009",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Elliott County, Kentucky",8291,8291,7966,265,0,0,0,0,60,50,10,"Elliott County, Kentucky",0,0,120,90,123,123,123,123,82,81,17
"G2100650","2005-2009",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Estill County, Kentucky",14880,14880,14588,6,45,0,0,0,241,53,188,"Estill County, Kentucky",0,0,15,8,54,123,123,123,57,67,78
"G2100670","2005-2009",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Kentucky",287537,287537,226280,38968,507,9021,246,7272,5243,694,4549,"Fayette County, Kentucky",0,0,859,572,170,290,186,952,695,211,638
"G2100690","2005-2009",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Fleming County, Kentucky",14604,14604,14099,109,0,0,0,231,165,0,165,"Fleming County, Kentucky",0,0,21,81,123,123,123,166,133,123,133
"G2100710","2005-2009",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Kentucky",41965,41965,40569,617,30,181,175,191,202,19,183,"Floyd County, Kentucky",0,0,123,203,35,148,167,151,98,38,87
"G2100730","2005-2009",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Kentucky",48666,48666,41763,5034,47,550,0,589,683,58,625,"Franklin County, Kentucky",0,0,179,189,46,59,123,208,178,56,164
"G2100750","2005-2009",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Kentucky",6918,6918,5064,1740,12,76,0,0,26,0,26,"Fulton County, Kentucky",0,0,68,136,24,110,123,123,35,123,35
"G2100770","2005-2009",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Kentucky",8090,8090,7691,124,0,21,0,177,77,0,77,"Gallatin County, Kentucky",0,0,114,57,123,31,123,51,86,123,86
"G2100790","2005-2009",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Garrard County, Kentucky",16829,16829,16003,427,31,11,0,222,135,0,135,"Garrard County, Kentucky",0,0,178,76,45,20,123,178,71,123,71
"G2100810","2005-2009",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Kentucky",25088,25088,24341,250,0,14,93,190,200,25,175,"Grant County, Kentucky",0,0,131,214,123,27,126,145,124,32,122
"G2100830","2005-2009",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Graves County, Kentucky",37516,37516,34453,1521,78,114,33,762,555,0,555,"Graves County, Kentucky",0,0,326,198,60,39,37,327,181,123,181
"G2100850","2005-2009",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Kentucky",25320,25320,24706,88,14,38,0,0,474,0,474,"Grayson County, Kentucky",0,0,89,66,23,52,123,123,90,123,90
"G2100870","2005-2009",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Kentucky",11513,11513,10974,298,39,28,0,59,115,72,43,"Green County, Kentucky",0,0,62,150,41,36,123,55,88,68,66
"G2100890","2005-2009",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Greenup County, Kentucky",37517,37517,36533,188,25,179,0,80,512,99,413,"Greenup County, Kentucky",0,0,43,35,34,10,123,97,92,91,83
"G2100910","2005-2009",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Kentucky",8601,8601,8317,68,31,0,0,60,125,18,107,"Hancock County, Kentucky",0,0,30,48,31,123,123,42,64,20,59
"G2100930","2005-2009",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Kentucky",98113,98113,81675,10763,376,2186,188,719,2206,212,1994,"Hardin County, Kentucky",0,0,302,313,94,154,20,233,385,147,345
"G2100950","2005-2009",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Kentucky",30999,30999,29352,889,155,39,14,122,428,0,428,"Harlan County, Kentucky",0,0,121,156,89,58,21,137,228,123,228
"G2100970","2005-2009",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Kentucky",18531,18531,17616,491,0,66,0,217,141,0,141,"Harrison County, Kentucky",0,0,125,127,123,110,123,125,116,123,116
"G2100990","2005-2009",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Kentucky",18288,18288,16987,1108,5,3,8,0,177,0,177,"Hart County, Kentucky",0,0,137,145,9,5,15,123,129,123,129
"G2101010","2005-2009",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Kentucky",45274,45274,40822,3307,139,245,8,335,418,46,372,"Henderson County, Kentucky",0,0,101,125,87,65,14,90,138,45,134
"G2101030","2005-2009",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Kentucky",15842,15842,14708,508,78,0,0,328,220,0,220,"Henry County, Kentucky",0,0,156,95,45,123,123,174,98,123,98
"G2101050","2005-2009",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Kentucky",4923,4923,4319,477,0,9,0,0,118,0,118,"Hickman County, Kentucky",0,0,49,70,123,18,123,123,49,123,49
"G2101070","2005-2009",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Kentucky",46234,46234,42249,2640,75,209,100,213,748,34,714,"Hopkins County, Kentucky",0,0,116,191,66,48,90,108,199,35,197
"G2101090","2005-2009",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Kentucky",13399,13399,13273,0,0,45,0,0,81,0,81,"Jackson County, Kentucky",0,0,76,123,123,63,123,123,70,123,70
"G2101110","2005-2009",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",711317,711317,536172,139818,1109,13525,688,7637,12368,1095,11273,"Jefferson County, Kentucky",0,0,1141,969,210,378,161,1223,1077,254,1068
"G2101130","2005-2009",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Jessamine County, Kentucky",45551,45551,42587,1646,46,325,0,182,765,84,681,"Jessamine County, Kentucky",0,0,118,164,37,133,123,92,215,70,212
"G2101150","2005-2009",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Kentucky",23837,23837,23270,73,0,91,30,0,373,15,358,"Johnson County, Kentucky",0,0,47,65,123,34,59,123,91,21,91
"G2101170","2005-2009",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Kenton County, Kentucky",156399,156399,143770,7033,145,1469,60,1079,2843,306,2537,"Kenton County, Kentucky",0,0,406,333,56,154,66,408,391,157,406
"G2101190","2005-2009",,,"Kentucky","21","Knott County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Knott County, Kentucky",17197,17197,16815,106,3,41,0,0,232,49,183,"Knott County, Kentucky",0,0,103,128,6,60,123,123,134,58,98
"G2101210","2005-2009",,,"Kentucky","21","Knox County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Kentucky",32326,32326,31411,557,25,40,0,166,127,0,127,"Knox County, Kentucky",0,0,125,181,53,49,123,110,94,123,94
"G2101230","2005-2009",,,"Kentucky","21","Larue County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Larue County, Kentucky",13579,13579,12732,516,73,18,0,135,105,0,105,"Larue County, Kentucky",0,0,59,61,35,29,123,65,66,123,66
"G2101250","2005-2009",,,"Kentucky","21","Laurel County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel County, Kentucky",57023,57023,55148,571,128,378,0,307,491,33,458,"Laurel County, Kentucky",0,0,129,75,85,22,123,184,145,78,113
"G2101270","2005-2009",,,"Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Kentucky",16338,16338,16101,7,0,12,0,54,164,23,141,"Lawrence County, Kentucky",0,0,92,9,123,21,123,68,70,36,60
"G2101290","2005-2009",,,"Kentucky","21","Lee County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Kentucky",7427,7427,7273,90,64,0,0,0,0,0,0,"Lee County, Kentucky",0,0,96,57,76,123,123,123,123,123,123
"G2101310","2005-2009",,,"Kentucky","21","Leslie County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Leslie County, Kentucky",11674,11674,11522,12,0,17,0,16,107,0,107,"Leslie County, Kentucky",0,0,54,23,123,27,123,26,77,123,77
"G2101330","2005-2009",,,"Kentucky","21","Letcher County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Letcher County, Kentucky",23915,23915,23526,108,41,22,0,0,218,9,209,"Letcher County, Kentucky",0,0,18,54,43,32,123,123,63,14,62
"G2101350","2005-2009",,,"Kentucky","21","Lewis County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Kentucky",13840,13840,13565,85,0,42,0,47,101,0,101,"Lewis County, Kentucky",0,0,25,79,123,56,123,53,82,123,82
"G2101370","2005-2009",,,"Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Kentucky",25076,25076,23942,583,36,34,0,99,382,70,312,"Lincoln County, Kentucky",0,0,138,133,43,48,123,94,189,78,202
"G2101390","2005-2009",,,"Kentucky","21","Livingston County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Kentucky",9609,9609,9381,74,21,89,0,38,6,0,6,"Livingston County, Kentucky",0,0,28,91,33,75,123,57,11,123,11
"G2101410","2005-2009",,,"Kentucky","21","Logan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Kentucky",27040,27040,24942,1419,20,27,37,266,329,140,189,"Logan County, Kentucky",0,0,627,733,34,44,62,295,203,160,150
"G2101430","2005-2009",,,"Kentucky","21","Lyon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Kentucky",8325,8325,7586,597,28,30,0,14,70,0,70,"Lyon County, Kentucky",0,0,40,38,29,41,123,18,68,123,68
"G2101450","2005-2009",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"McCracken County, Kentucky",65059,65059,56221,6477,153,360,15,168,1665,183,1482,"McCracken County, Kentucky",0,0,164,295,66,55,26,134,338,94,333
"G2101470","2005-2009",,,"Kentucky","21","McCreary County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"McCreary County, Kentucky",18199,18199,17273,639,100,24,0,64,99,37,62,"McCreary County, Kentucky",0,0,76,149,110,27,123,46,80,54,51
"G2101490","2005-2009",,,"Kentucky","21","McLean County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Kentucky",9690,9690,9443,20,10,103,0,7,107,34,73,"McLean County, Kentucky",0,0,65,18,21,106,123,14,71,43,56
"G2101510","2005-2009",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Kentucky",81334,81334,75144,2457,111,733,9,717,2163,52,2111,"Madison County, Kentucky",0,0,213,357,80,140,15,219,416,51,421
"G2101530","2005-2009",,,"Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Magoffin County, Kentucky",13132,13132,12965,10,2,0,0,0,155,23,132,"Magoffin County, Kentucky",0,0,37,17,4,123,123,123,40,32,50
"G2101550","2005-2009",,,"Kentucky","21","Marion County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Kentucky",19245,19245,16896,1842,0,55,0,164,288,56,232,"Marion County, Kentucky",0,0,148,162,123,84,123,121,170,63,160
"G2101570","2005-2009",,,"Kentucky","21","Marshall County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Kentucky",31075,31075,30337,169,75,93,0,63,338,96,242,"Marshall County, Kentucky",0,0,95,102,70,23,123,58,148,85,106
"G2101590","2005-2009",,,"Kentucky","21","Martin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Kentucky",13300,13300,12480,505,284,0,0,31,0,0,0,"Martin County, Kentucky",0,0,145,363,283,123,123,30,123,123,123
"G2101610","2005-2009",,,"Kentucky","21","Mason County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Kentucky",17174,17174,15516,1189,11,69,0,132,257,0,257,"Mason County, Kentucky",0,0,64,175,13,95,123,100,160,123,160
"G2101630","2005-2009",,,"Kentucky","21","Meade County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, Kentucky",27230,27230,25029,1172,181,129,0,433,286,0,286,"Meade County, Kentucky",0,0,150,193,105,76,123,167,147,123,147
"G2101650","2005-2009",,,"Kentucky","21","Menifee County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee County, Kentucky",6687,6687,6402,44,0,44,153,9,35,24,11,"Menifee County, Kentucky",0,0,285,74,123,67,222,15,42,36,18
"G2101670","2005-2009",,,"Kentucky","21","Mercer County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Kentucky",21734,21734,20267,965,40,88,0,94,280,0,280,"Mercer County, Kentucky",0,0,166,207,49,62,123,159,201,123,201
"G2101690","2005-2009",,,"Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Metcalfe County, Kentucky",10115,10115,9745,139,7,37,0,126,61,0,61,"Metcalfe County, Kentucky",0,0,25,62,11,47,123,117,52,123,52
"G2101710","2005-2009",,,"Kentucky","21","Monroe County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Kentucky",11650,11650,10943,382,164,7,0,137,17,0,17,"Monroe County, Kentucky",0,0,130,60,152,12,123,129,28,123,28
"G2101730","2005-2009",,,"Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Kentucky",25093,25093,23919,930,9,20,0,81,134,0,134,"Montgomery County, Kentucky",0,0,82,138,18,25,123,82,139,123,139
"G2101750","2005-2009",,,"Kentucky","21","Morgan County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Kentucky",14204,14204,13589,553,0,12,0,30,20,0,20,"Morgan County, Kentucky",0,0,122,105,123,19,123,36,35,123,35
"G2101770","2005-2009",,,"Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,,,,,,,,,,,,,"Muhlenberg County, Kentucky",31378,31378,29357,1314,65,108,0,109,425,30,395,"Muhlenberg County, Kentucky",0,0,51,161,47,100,123,74,137,40,140
"G2101790","2005-2009",,,"Kentucky","21","Nelson County","179",,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, Kentucky",42342,42342,39251,2090,43,251,50,35,622,104,518,"Nelson County, Kentucky",0,0,111,157,33,89,54,38,212,99,160
"G2101810","2005-2009",,,"Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, Kentucky",6921,6921,6783,88,0,24,0,26,0,0,0,"Nicholas County, Kentucky",0,0,25,31,123,31,123,25,123,123,123
"G2101830","2005-2009",,,"Kentucky","21","Ohio County","183",,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Kentucky",23498,23498,22676,190,46,25,49,343,169,0,169,"Ohio County, Kentucky",0,0,94,94,42,26,55,95,60,123,60
"G2101850","2005-2009",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",56194,56194,51748,2816,105,565,52,387,521,18,503,"Oldham County, Kentucky",0,0,158,172,72,46,48,151,192,22,184
"G2101870","2005-2009",,,"Kentucky","21","Owen County","187",,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Kentucky",11295,11295,10971,195,5,39,0,69,16,5,11,"Owen County, Kentucky",0,0,61,83,7,33,123,82,16,8,14
"G2101890","2005-2009",,,"Kentucky","21","Owsley County","189",,,,,,,,,,,,,,,,,,,,,,,,,,"Owsley County, Kentucky",4648,4648,4648,0,0,0,0,0,0,0,0,"Owsley County, Kentucky",0,0,123,123,123,123,123,123,123,123,123
"G2101910","2005-2009",,,"Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, Kentucky",14951,14951,14633,29,0,0,0,50,239,0,239,"Pendleton County, Kentucky",0,0,139,35,123,123,123,75,163,123,163
"G2101930","2005-2009",,,"Kentucky","21","Perry County","193",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Kentucky",29135,29135,28060,428,52,65,50,196,284,0,284,"Perry County, Kentucky",0,0,113,167,73,48,71,149,151,123,151
"G2101950","2005-2009",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Kentucky",65524,65524,64228,190,167,358,62,119,400,0,400,"Pike County, Kentucky",0,0,147,61,62,4,66,97,85,123,85
"G2101970","2005-2009",,,"Kentucky","21","Powell County","197",,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Kentucky",13589,13589,13238,242,0,32,0,36,41,0,41,"Powell County, Kentucky",0,0,32,76,123,38,123,67,52,123,52
"G2101990","2005-2009",,,"Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Kentucky",59937,59937,57556,787,143,347,26,608,470,55,415,"Pulaski County, Kentucky",0,0,140,157,81,68,46,150,162,40,154
"G2102010","2005-2009",,,"Kentucky","21","Robertson County","201",,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Kentucky",2234,2234,2234,0,0,0,0,0,0,0,0,"Robertson County, Kentucky",0,0,123,123,123,123,123,123,123,123,123
"G2102030","2005-2009",,,"Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,,,,,,,,,,,,,"Rockcastle County, Kentucky",16560,16560,16291,108,26,37,0,36,62,0,62,"Rockcastle County, Kentucky",0,0,38,80,26,50,123,38,43,123,43
"G2102050","2005-2009",,,"Kentucky","21","Rowan County","205",,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, Kentucky",22549,22549,21248,171,0,371,0,286,473,0,473,"Rowan County, Kentucky",0,0,137,133,123,296,123,162,308,123,308
"G2102070","2005-2009",,,"Kentucky","21","Russell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Kentucky",17127,17127,16652,202,7,81,0,164,21,21,0,"Russell County, Kentucky",0,0,78,114,12,116,123,92,39,39,123
"G2102090","2005-2009",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kentucky",42874,42874,39565,2235,145,293,0,107,529,48,481,"Scott County, Kentucky",0,0,161,231,164,98,123,84,190,71,200
"G2102110","2005-2009",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Kentucky",40322,40322,34095,3303,113,191,0,2042,578,70,508,"Shelby County, Kentucky",0,0,487,144,63,49,123,497,210,64,202
"G2102130","2005-2009",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Kentucky",17001,17001,14737,1708,0,72,0,35,449,28,421,"Simpson County, Kentucky",0,0,58,174,123,60,123,47,166,33,161
"G2102150","2005-2009",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Kentucky",16707,16707,15985,575,34,45,0,0,68,0,68,"Spencer County, Kentucky",0,0,102,130,31,50,123,123,65,123,65
"G2102170","2005-2009",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Kentucky",24103,24103,22516,1168,26,116,0,104,173,0,173,"Taylor County, Kentucky",0,0,69,164,29,135,123,77,70,123,70
"G2102190","2005-2009",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Kentucky",12043,12043,10757,1036,12,0,0,96,142,26,116,"Todd County, Kentucky",0,0,81,77,21,123,123,80,89,46,75
"G2102210","2005-2009",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,"Trigg County, Kentucky",13231,13231,11726,1109,40,98,0,104,154,22,132,"Trigg County, Kentucky",0,0,137,109,48,82,123,133,79,32,70
"G2102230","2005-2009",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,"Trimble County, Kentucky",8930,8930,8661,28,57,0,0,76,108,38,70,"Trimble County, Kentucky",0,0,91,41,55,123,123,71,66,47,47
"G2102250","2005-2009",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Kentucky",15158,15158,12588,2189,39,70,18,138,116,73,43,"Union County, Kentucky",0,0,83,87,53,123,31,86,73,90,43
"G2102270","2005-2009",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Kentucky",104494,104494,91096,9282,265,1655,165,776,1255,90,1165,"Warren County, Kentucky",0,0,351,262,157,69,67,289,250,43,243
"G2102290","2005-2009",,,"Kentucky","21","Washington County","229",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kentucky",11365,11365,10308,842,14,0,0,97,104,0,104,"Washington County, Kentucky",0,0,92,97,22,123,123,94,79,123,79
"G2102310","2005-2009",,,"Kentucky","21","Wayne County","231",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Kentucky",20575,20575,19730,346,8,34,0,328,129,0,129,"Wayne County, Kentucky",0,0,157,97,14,50,123,157,95,123,95
"G2102330","2005-2009",,,"Kentucky","21","Webster County","233",,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Kentucky",13829,13829,12817,767,33,3,8,143,58,0,58,"Webster County, Kentucky",0,0,143,101,18,5,13,138,25,123,25
"G2102350","2005-2009",,,"Kentucky","21","Whitley County","235",,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Kentucky",38257,38257,37306,217,26,154,43,110,401,69,332,"Whitley County, Kentucky",0,0,195,121,34,13,53,175,171,69,155
