GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,IFG001,IFG002,IFG003,IFG004,IFG005,IFG006,IFG007,IFG008
"G0100010","2010","3","6","Alabama","01","Autauga County","001",,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,"Autauga County",,54571,1914,429,30,305,62,266,1,821
"G0100030","2010","3","6","Alabama","01","Baldwin County","003",,,,,,,,,,,,,,"19300","99999","380",,,,,,,,,,,,,,"Baldwin County",,182265,30881,7822,188,2837,343,16931,11,2749
"G0100050","2010","3","6","Alabama","01","Barbour County","005",,,,,,,,,,,,,,"21640","99999","999",,,,,,,,,,,,,,"Barbour County",,27457,2009,311,17,130,39,809,0,703
"G0100070","2010","3","6","Alabama","01","Bibb County","007",,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,"Bibb County",,22915,1028,144,15,120,34,117,0,598
"G0100090","2010","3","6","Alabama","01","Blount County","009",,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,"Blount County",,57322,2309,489,35,391,79,298,2,1015
"G0100110","2010","3","6","Alabama","01","Bullock County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bullock County",,10914,748,99,3,30,25,233,0,358
"G0100130","2010","3","6","Alabama","01","Butler County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Butler County",,20947,1473,258,22,147,35,293,0,718
"G0100150","2010","3","6","Alabama","01","Calhoun County","015",,,,,,,,,,,,,,"11500","99999","999",,,,,,,,,,,,,,"Calhoun County",,118572,5958,1779,98,900,210,409,2,2560
"G0100170","2010","3","6","Alabama","01","Chambers County","017",,,,,,,,,,,,,,"46740","99999","122",,,,,,,,,,,,,,"Chambers County",,34215,3071,1336,17,283,79,288,2,1066
"G0100190","2010","3","6","Alabama","01","Cherokee County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cherokee County",,25989,5641,331,27,244,78,4090,0,871
"G0100210","2010","3","6","Alabama","01","Chilton County","021",,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,"Chilton County",,43643,2720,507,19,343,99,718,6,1028
"G0100230","2010","3","6","Alabama","01","Choctaw County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Choctaw County",,13859,1403,103,7,42,74,378,0,799
"G0100250","2010","3","6","Alabama","01","Clarke County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clarke County",,25833,2301,406,52,91,94,694,6,958
"G0100270","2010","3","6","Alabama","01","Clay County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,13932,1106,184,24,82,38,316,1,461
"G0100290","2010","3","6","Alabama","01","Cleburne County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cleburne County",,14972,827,157,8,73,38,152,0,399
"G0100310","2010","3","6","Alabama","01","Coffee County","031",,,,,,,,,,,,,,"21460","99999","222",,,,,,,,,,,,,,"Coffee County",,49948,2481,732,32,304,117,279,0,1017
"G0100330","2010","3","6","Alabama","01","Colbert County","033",,,,,,,,,,,,,,"22520","99999","999",,,,,,,,,,,,,,"Colbert County",,54428,2985,696,37,418,146,542,5,1141
"G0100350","2010","3","6","Alabama","01","Conecuh County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conecuh County",,13228,1468,177,29,47,29,480,1,705
"G0100370","2010","3","6","Alabama","01","Coosa County","037",,,,,,,,,,,,,,"10760","99999","388",,,,,,,,,,,,,,"Coosa County",,11539,1684,186,4,73,18,891,1,511
"G0100390","2010","3","6","Alabama","01","Covington County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Covington County",,37765,3298,500,33,277,196,849,2,1441
"G0100410","2010","3","6","Alabama","01","Crenshaw County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crenshaw County",,13906,1083,136,3,65,62,235,0,582
"G0100430","2010","3","6","Alabama","01","Cullman County","043",,,,,,,,,,,,,,"18980","99999","142",,,,,,,,,,,,,,"Cullman County",,80406,5190,992,52,637,183,1652,2,1672
"G0100450","2010","3","6","Alabama","01","Dale County","045",,,,,,,,,,,,,,"21460","99999","222",,,,,,,,,,,,,,"Dale County",,50251,2612,937,41,228,132,205,2,1067
"G0100470","2010","3","6","Alabama","01","Dallas County","047",,,,,,,,,,,,,,"42820","99999","999",,,,,,,,,,,,,,"Dallas County",,43820,3144,875,94,220,73,408,6,1468
"G0100490","2010","3","6","Alabama","01","DeKalb County","049",,,,,,,,,,,,,,"22840","99999","999",,,,,,,,,,,,,,"DeKalb County",,71109,4267,892,50,448,211,850,9,1807
"G0100510","2010","3","6","Alabama","01","Elmore County","051",,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,"Elmore County",,79303,4356,843,55,590,117,1739,0,1012
"G0100530","2010","3","6","Alabama","01","Escambia County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Escambia County",,38319,2329,549,25,229,74,281,0,1171
"G0100550","2010","3","6","Alabama","01","Etowah County","055",,,,,,,,,,,,,,"23460","99999","999",,,,,,,,,,,,,,"Etowah County",,104430,5418,1542,73,812,277,356,14,2344
"G0100570","2010","3","6","Alabama","01","Fayette County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fayette County",,17241,1337,183,8,102,63,235,1,745
"G0100590","2010","3","6","Alabama","01","Franklin County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,31704,1736,449,17,190,61,303,0,716
"G0100610","2010","3","6","Alabama","01","Geneva County","061",,,,,,,,,,,,,,"20020","99999","222",,,,,,,,,,,,,,"Geneva County",,26790,1767,351,25,183,66,235,2,905
"G0100630","2010","3","6","Alabama","01","Greene County","063",,,,,,,,,,,,,,"46220","99999","999",,,,,,,,,,,,,,"Greene County",,9045,1243,83,8,16,69,638,0,429
"G0100650","2010","3","6","Alabama","01","Hale County","065",,,,,,,,,,,,,,"46220","99999","999",,,,,,,,,,,,,,"Hale County",,15760,1382,81,6,43,22,496,1,733
"G0100670","2010","3","6","Alabama","01","Henry County","067",,,,,,,,,,,,,,"20020","99999","222",,,,,,,,,,,,,,"Henry County",,17302,1897,162,10,153,25,965,5,577
"G0100690","2010","3","6","Alabama","01","Houston County","069",,,,,,,,,,,,,,"20020","99999","222",,,,,,,,,,,,,,"Houston County",,101547,4350,1531,59,669,130,366,4,1591
"G0100710","2010","3","6","Alabama","01","Jackson County","071",,,,,,,,,,,,,,"42460","99999","999",,,,,,,,,,,,,,"Jackson County",,53227,3273,614,45,315,107,691,2,1499
"G0100730","2010","3","6","Alabama","01","Jefferson County","073",,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,"Jefferson County",,658466,36984,14308,572,6054,853,1337,9,13851
"G0100750","2010","3","6","Alabama","01","Lamar County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lamar County",,14564,1251,181,8,49,40,177,0,796
"G0100770","2010","3","6","Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,"22520","99999","999",,,,,,,,,,,,,,"Lauderdale County",,92709,5111,1209,70,582,276,1163,1,1810
"G0100790","2010","3","6","Alabama","01","Lawrence County","079",,,,,,,,,,,,,,"19460","99999","290",,,,,,,,,,,,,,"Lawrence County",,34339,1575,221,20,155,74,216,2,887
"G0100810","2010","3","6","Alabama","01","Lee County","081",,,,,,,,,,,,,,"12220","99999","194",,,,,,,,,,,,,,"Lee County",,140247,6709,2646,109,1354,291,1056,7,1246
"G0100830","2010","3","6","Alabama","01","Limestone County","083",,,,,,,,,,,,,,"26620","99999","290",,,,,,,,,,,,,,"Limestone County",,82782,3531,938,66,664,185,657,17,1004
"G0100850","2010","3","6","Alabama","01","Lowndes County","085",,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,"Lowndes County",,11299,788,142,14,56,18,241,0,317
"G0100870","2010","3","6","Alabama","01","Macon County","087",,,,,,,,,,,,,,"46260","99999","194",,,,,,,,,,,,,,"Macon County",,21452,1760,437,55,124,77,173,0,894
"G0100890","2010","3","6","Alabama","01","Madison County","089",,,,,,,,,,,,,,"26620","99999","290",,,,,,,,,,,,,,"Madison County",,334811,11747,4809,208,2293,473,752,17,3195
"G0100910","2010","3","6","Alabama","01","Marengo County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marengo County",,21027,1702,213,14,96,31,497,2,849
"G0100930","2010","3","6","Alabama","01","Marion County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,30776,2086,415,26,230,101,292,0,1022
"G0100950","2010","3","6","Alabama","01","Marshall County","095",,,,,,,,,,,,,,"10700","99999","999",,,,,,,,,,,,,,"Marshall County",,93019,4532,994,53,661,177,1126,1,1520
"G0100970","2010","3","6","Alabama","01","Mobile County","097",,,,,,,,,,,,,,"33660","99999","380",,,,,,,,,,,,,,"Mobile County",,412992,19761,6733,321,2934,744,1889,18,7122
"G0100990","2010","3","6","Alabama","01","Monroe County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,23068,2119,319,21,134,85,797,1,762
"G0101010","2010","3","6","Alabama","01","Montgomery County","101",,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,"Montgomery County",,229363,11660,5245,183,1590,235,454,4,3949
"G0101030","2010","3","6","Alabama","01","Morgan County","103",,,,,,,,,,,,,,"19460","99999","290",,,,,,,,,,,,,,"Morgan County",,119490,4163,1171,59,732,142,267,3,1789
"G0101050","2010","3","6","Alabama","01","Perry County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perry County",,10591,790,101,9,40,34,207,0,399
"G0101070","2010","3","6","Alabama","01","Pickens County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pickens County",,19746,1471,139,24,66,28,421,4,789
"G0101090","2010","3","6","Alabama","01","Pike County","109",,,,,,,,,,,,,,"45980","99999","999",,,,,,,,,,,,,,"Pike County",,32899,2057,662,34,173,106,309,1,772
"G0101110","2010","3","6","Alabama","01","Randolph County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Randolph County",,22913,2818,281,15,230,123,1331,0,838
"G0101130","2010","3","6","Alabama","01","Russell County","113",,,,,,,,,,,,,,"17980","99999","194",,,,,,,,,,,,,,"Russell County",,52947,3366,1119,60,401,80,294,10,1402
"G0101150","2010","3","6","Alabama","01","St. Clair County","115",,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,"St. Clair County",,83593,3917,687,43,603,168,1121,4,1291
"G0101170","2010","3","6","Alabama","01","Shelby County","117",,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,"Shelby County",,195085,6898,2176,121,1662,254,1221,9,1455
"G0101190","2010","3","6","Alabama","01","Sumter County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sumter County",,13763,1157,187,6,48,37,307,0,572
"G0101210","2010","3","6","Alabama","01","Talladega County","121",,,,,,,,,,,,,,"45180","99999","999",,,,,,,,,,,,,,"Talladega County",,82291,5198,1285,74,684,209,1167,0,1779
"G0101230","2010","3","6","Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,"10760","99999","388",,,,,,,,,,,,,,"Tallapoosa County",,41616,5126,589,34,435,111,2933,2,1022
"G0101250","2010","3","6","Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,"46220","99999","999",,,,,,,,,,,,,,"Tuscaloosa County",,194656,8731,3711,146,1110,287,1239,17,2221
"G0101270","2010","3","6","Alabama","01","Walker County","127",,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,"Walker County",,67023,4245,909,56,393,236,583,11,2057
"G0101290","2010","3","6","Alabama","01","Washington County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,17581,1649,154,15,54,74,671,9,672
"G0101310","2010","3","6","Alabama","01","Wilcox County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wilcox County",,11670,1165,97,45,51,90,537,1,344
"G0101330","2010","3","6","Alabama","01","Winston County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Winston County",,24484,3306,321,12,208,83,1767,0,915
"G0200130","2010","4","9","Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Aleutians East Borough",,3141,194,45,1,0,5,111,0,32
"G0200160","2010","4","9","Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Aleutians West Census Area",,5561,717,85,34,45,187,92,20,254
"G0200200","2010","4","9","Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,"11260","99999","999",,,,,,,,,,,,,,"Anchorage Municipality",,291826,5700,1711,171,847,178,1499,18,1276
"G0200500","2010","4","9","Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bethel Census Area",,17013,1268,178,19,24,20,616,14,397
"G0200600","2010","4","9","Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bristol Bay Borough",,997,546,38,11,6,1,425,12,53
"G0200680","2010","4","9","Alaska","02","Denali Borough","068",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Denali Borough",,1826,965,50,8,23,5,744,34,101
"G0200700","2010","4","9","Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dillingham Census Area",,4847,864,99,13,7,10,646,8,81
"G0200900","2010","4","9","Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,"21820","99999","999",,,,,,,,,,,,,,"Fairbanks North Star Borough",,97581,5342,1502,79,509,92,1676,9,1475
"G0201000","2010","4","9","Alaska","02","Haines Borough","100",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Haines Borough",,2508,482,48,3,18,3,345,1,64
"G0201050","2010","4","9","Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hoonah-Angoon Census Area",,2150,858,84,4,40,3,580,18,129
"G0201100","2010","4","9","Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,"27940","99999","999",,,,,,,,,,,,,,"Juneau City and Borough",,31275,868,171,35,105,25,311,13,208
"G0201220","2010","4","9","Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kenai Peninsula Borough",,55400,8417,656,77,403,103,6083,10,1085
"G0201300","2010","4","9","Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,"28540","99999","999",,,,,,,,,,,,,,"Ketchikan Gateway Borough",,13477,861,185,23,62,22,382,29,158
"G0201500","2010","4","9","Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,"28980","99999","999",,,,,,,,,,,,,,"Kodiak Island Borough",,13592,673,62,10,24,12,399,14,152
"G0201640","2010","4","9","Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lake and Peninsula Borough",,1631,949,40,2,1,3,822,0,81
"G0201700","2010","4","9","Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,"11260","99999","999",,,,,,,,,,,,,,"Matanuska-Susitna Borough",,88995,9505,590,45,529,143,6823,7,1368
"G0201800","2010","4","9","Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Nome Census Area",,9492,1193,93,19,14,26,744,3,294
"G0201850","2010","4","9","Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"North Slope Borough",,9430,471,116,3,3,15,157,11,166
"G0201880","2010","4","9","Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Northwest Arctic Borough",,7523,788,50,12,0,2,542,6,176
"G0201950","2010","4","9","Alaska","02","Petersburg Census Area","195",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Petersburg Census Area",,3815,395,56,1,18,4,262,1,53
"G0201980","2010","4","9","Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prince of Wales-Hyder Census Area",,5559,798,96,12,35,19,476,5,155
"G0202200","2010","4","9","Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sitka City and Borough",,8881,557,129,23,31,13,237,5,119
"G0202300","2010","4","9","Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Skagway Municipality",,968,200,15,2,4,0,48,98,33
"G0202400","2010","4","9","Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Southeast Fairbanks Census Area",,7029,1348,200,12,42,60,724,0,310
"G0202610","2010","4","9","Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Valdez-Cordova Census Area",,9636,2136,246,23,52,30,1341,21,423
"G0202700","2010","4","9","Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wade Hampton Census Area",,7459,438,19,9,1,8,243,1,157
"G0202750","2010","4","9","Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wrangell City and Borough",,2369,375,28,4,18,4,248,0,73
"G0202820","2010","4","9","Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yakutat City and Borough",,662,180,29,0,0,1,131,0,19
"G0202900","2010","4","9","Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yukon-Koyukuk Census Area",,5588,1821,108,12,15,12,1194,4,476
"G0400010","2010","4","8","Arizona","04","Apache County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Apache County",,71518,9743,705,64,219,45,5621,8,3081
"G0400030","2010","4","8","Arizona","04","Cochise County","003",,,,,,,,,,,,,,"43420","99999","999",,,,,,,,,,,,,,"Cochise County",,131346,8176,1917,97,1142,191,1811,31,2987
"G0400050","2010","4","8","Arizona","04","Coconino County","005",,,,,,,,,,,,,,"22380","99999","999",,,,,,,,,,,,,,"Coconino County",,134421,16610,1279,127,854,96,12057,18,2179
"G0400070","2010","4","8","Arizona","04","Gila County","007",,,,,,,,,,,,,,"37740","99999","999",,,,,,,,,,,,,,"Gila County",,53597,10698,821,52,715,129,7449,4,1528
"G0400090","2010","4","8","Arizona","04","Graham County","009",,,,,,,,,,,,,,"40940","99999","999",,,,,,,,,,,,,,"Graham County",,37220,1860,502,30,309,44,315,7,653
"G0400110","2010","4","8","Arizona","04","Greenlee County","011",,,,,,,,,,,,,,"40940","99999","999",,,,,,,,,,,,,,"Greenlee County",,8437,1184,466,26,37,78,271,2,304
"G0400120","2010","4","8","Arizona","04","La Paz County","012",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"La Paz County",,20489,6851,586,41,370,48,5318,52,436
"G0400130","2010","4","8","Arizona","04","Maricopa County","013",,,,,,,,,,,,,,"38060","99999","999",,,,,,,,,,,,,,"Maricopa County",,3817117,227696,80372,3085,39090,6129,63938,107,34975
"G0400150","2010","4","8","Arizona","04","Mohave County","015",,,,,,,,,,,,,,"29420","99999","999",,,,,,,,,,,,,,"Mohave County",,200186,28372,3573,143,2977,481,16294,31,4873
"G0400170","2010","4","8","Arizona","04","Navajo County","017",,,,,,,,,,,,,,"43320","99999","999",,,,,,,,,,,,,,"Navajo County",,107449,21280,1472,109,1149,161,14673,15,3701
"G0400190","2010","4","8","Arizona","04","Pima County","019",,,,,,,,,,,,,,"46060","99999","999",,,,,,,,,,,,,,"Pima County",,980263,52249,17708,779,7531,1477,14862,23,9869
"G0400210","2010","4","8","Arizona","04","Pinal County","021",,,,,,,,,,,,,,"38060","99999","999",,,,,,,,,,,,,,"Pinal County",,375770,33632,4887,333,5660,917,15499,53,6283
"G0400230","2010","4","8","Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,"35700","99999","999",,,,,,,,,,,,,,"Santa Cruz County",,47420,2573,654,20,383,50,756,5,705
"G0400250","2010","4","8","Arizona","04","Yavapai County","025",,,,,,,,,,,,,,"39140","99999","999",,,,,,,,,,,,,,"Yavapai County",,211033,19529,2965,136,2740,470,9304,15,3899
"G0400270","2010","4","8","Arizona","04","Yuma County","027",,,,,,,,,,,,,,"49740","99999","999",,,,,,,,,,,,,,"Yuma County",,195751,23083,2583,407,1231,234,16159,167,2302
"G0500010","2010","3","7","Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Arkansas County",,19019,1431,360,17,88,50,369,4,543
"G0500030","2010","3","7","Arkansas","05","Ashley County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ashley County",,21853,1372,257,17,99,57,242,4,696
"G0500050","2010","3","7","Arkansas","05","Baxter County","005",,,,,,,,,,,,,,"34260","99999","999",,,,,,,,,,,,,,"Baxter County",,41513,3832,491,24,495,87,2072,0,663
"G0500070","2010","3","7","Arkansas","05","Benton County","007",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Benton County",,221339,10997,3655,130,2364,338,2130,5,2375
"G0500090","2010","3","7","Arkansas","05","Boone County","009",,,,,,,,,,,,,,"25460","99999","999",,,,,,,,,,,,,,"Boone County",,36903,1707,322,26,275,69,390,0,625
"G0500110","2010","3","7","Arkansas","05","Bradley County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bradley County",,11508,1187,150,17,43,36,361,50,530
"G0500130","2010","3","7","Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,"15780","99999","999",,,,,,,,,,,,,,"Calhoun County",,5368,635,62,2,14,7,280,1,269
"G0500150","2010","3","7","Arkansas","05","Carroll County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,27446,2166,405,14,273,77,855,0,542
"G0500170","2010","3","7","Arkansas","05","Chicot County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chicot County",,11800,842,175,7,33,37,203,7,380
"G0500190","2010","3","7","Arkansas","05","Clark County","019",,,,,,,,,,,,,,"11660","99999","999",,,,,,,,,,,,,,"Clark County",,22995,1602,473,9,108,40,338,5,629
"G0500210","2010","3","7","Arkansas","05","Clay County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,16083,1186,217,14,119,33,195,0,608
"G0500230","2010","3","7","Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cleburne County",,25970,4748,280,23,225,88,3560,8,564
"G0500250","2010","3","7","Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Cleveland County",,8689,648,72,2,20,9,250,1,294
"G0500270","2010","3","7","Arkansas","05","Columbia County","027",,,,,,,,,,,,,,"31620","99999","999",,,,,,,,,,,,,,"Columbia County",,24552,1837,570,27,128,38,202,2,870
"G0500290","2010","3","7","Arkansas","05","Conway County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conway County",,21273,1257,157,26,105,51,244,0,674
"G0500310","2010","3","7","Arkansas","05","Craighead County","031",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Craighead County",,96443,3224,1324,50,476,95,182,6,1091
"G0500330","2010","3","7","Arkansas","05","Crawford County","033",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Crawford County",,61948,2668,656,26,343,112,482,0,1049
"G0500350","2010","3","7","Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Crittenden County",,50902,2463,1006,38,297,33,298,13,778
"G0500370","2010","3","7","Arkansas","05","Cross County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cross County",,17870,851,272,7,119,50,76,7,320
"G0500390","2010","3","7","Arkansas","05","Dallas County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dallas County",,8116,1025,99,7,42,8,470,1,398
"G0500410","2010","3","7","Arkansas","05","Desha County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Desha County",,13008,940,249,8,33,14,142,10,484
"G0500430","2010","3","7","Arkansas","05","Drew County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Drew County",,18509,1048,243,15,82,42,123,2,541
"G0500450","2010","3","7","Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Faulkner County",,113237,3998,1663,68,457,154,438,14,1204
"G0500470","2010","3","7","Arkansas","05","Franklin County","047",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Franklin County",,18125,984,148,17,104,36,177,2,500
"G0500490","2010","3","7","Arkansas","05","Fulton County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fulton County",,12245,1582,156,11,114,31,796,2,472
"G0500510","2010","3","7","Arkansas","05","Garland County","051",,,,,,,,,,,,,,"26300","99999","999",,,,,,,,,,,,,,"Garland County",,96024,9554,2294,78,988,222,4006,4,1962
"G0500530","2010","3","7","Arkansas","05","Grant County","053",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Grant County",,17853,825,113,14,89,34,112,1,462
"G0500550","2010","3","7","Arkansas","05","Greene County","055",,,,,,,,,,,,,,"37500","99999","308",,,,,,,,,,,,,,"Greene County",,42090,1467,434,27,196,98,119,0,593
"G0500570","2010","3","7","Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Hempstead County",,22609,1580,376,16,88,36,306,1,757
"G0500590","2010","3","7","Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hot Spring County",,32923,1668,348,22,154,52,277,0,815
"G0500610","2010","3","7","Arkansas","05","Howard County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Howard County",,13789,873,185,10,49,35,112,8,474
"G0500630","2010","3","7","Arkansas","05","Independence County","063",,,,,,,,,,,,,,"12900","99999","999",,,,,,,,,,,,,,"Independence County",,36647,1796,416,20,156,61,220,1,922
"G0500650","2010","3","7","Arkansas","05","Izard County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Izard County",,13696,1501,188,2,131,31,664,1,484
"G0500670","2010","3","7","Arkansas","05","Jackson County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,17997,877,250,14,96,34,83,2,398
