GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,IFG001,IFG002,IFG003,IFG004,IFG005,IFG006,IFG007,IFG008
"G4600870","2010","2","4","South Dakota","46","McCook County","087",,,,,,,,,,,,,,"43620","99999","999",,,,,,,,,,,,,,"McCook County",,5618,323,114,4,31,17,25,0,132
"G4600890","2010","2","4","South Dakota","46","McPherson County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McPherson County",,2459,393,61,0,16,19,136,0,161
"G4600910","2010","2","4","South Dakota","46","Marshall County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marshall County",,4656,719,21,3,20,11,485,0,179
"G4600930","2010","2","4","South Dakota","46","Meade County","093",,,,,,,,,,,,,,"39660","99999","999",,,,,,,,,,,,,,"Meade County",,25434,1097,367,13,101,34,291,1,290
"G4600950","2010","2","4","South Dakota","46","Mellette County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mellette County",,2048,145,11,4,1,5,33,1,90
"G4600970","2010","2","4","South Dakota","46","Miner County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Miner County",,2389,276,49,9,12,6,76,3,121
"G4600990","2010","2","4","South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,"43620","99999","999",,,,,,,,,,,,,,"Minnehaha County",,169468,4529,2690,79,645,136,214,0,765
"G4601010","2010","2","4","South Dakota","46","Moody County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Moody County",,6486,270,84,4,35,11,33,0,103
"G4601030","2010","2","4","South Dakota","46","Pennington County","103",,,,,,,,,,,,,,"39660","99999","999",,,,,,,,,,,,,,"Pennington County",,100948,3698,1005,87,554,142,1306,29,575
"G4601050","2010","2","4","South Dakota","46","Perkins County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perkins County",,2982,448,37,5,25,40,152,3,186
"G4601070","2010","2","4","South Dakota","46","Potter County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Potter County",,2329,438,45,4,20,2,288,0,79
"G4601090","2010","2","4","South Dakota","46","Roberts County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Roberts County",,10149,1082,127,6,34,22,647,0,246
"G4601110","2010","2","4","South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sanborn County",,2355,197,19,0,11,10,64,1,92
"G4601130","2010","2","4","South Dakota","46","Shannon County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Shannon County",,13586,449,64,20,4,33,88,0,240
"G4601150","2010","2","4","South Dakota","46","Spink County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Spink County",,6415,531,76,7,26,20,197,0,205
"G4601170","2010","2","4","South Dakota","46","Stanley County","117",,,,,,,,,,,,,,"38180","99999","999",,,,,,,,,,,,,,"Stanley County",,2966,159,14,4,5,4,63,2,67
"G4601190","2010","2","4","South Dakota","46","Sully County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sully County",,1373,235,26,2,8,3,105,3,88
"G4601210","2010","2","4","South Dakota","46","Todd County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Todd County",,9612,362,79,23,4,6,58,0,192
"G4601230","2010","2","4","South Dakota","46","Tripp County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tripp County",,5644,653,89,3,20,8,155,4,374
"G4601250","2010","2","4","South Dakota","46","Turner County","125",,,,,,,,,,,,,,"43620","99999","999",,,,,,,,,,,,,,"Turner County",,8347,487,106,5,46,46,112,0,172
"G4601270","2010","2","4","South Dakota","46","Union County","127",,,,,,,,,,,,,,"43580","99999","512",,,,,,,,,,,,,,"Union County",,14399,524,155,14,76,38,100,0,141
"G4601290","2010","2","4","South Dakota","46","Walworth County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Walworth County",,5438,611,71,4,24,11,277,0,224
"G4601350","2010","2","4","South Dakota","46","Yankton County","135",,,,,,,,,,,,,,"49460","99999","999",,,,,,,,,,,,,,"Yankton County",,22438,882,332,14,107,22,164,0,243
"G4601370","2010","2","4","South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ziebach County",,2801,151,26,5,2,2,37,0,79
"G4700010","2010","3","6","Tennessee","47","Anderson County","001",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Anderson County",,75129,3464,1087,51,523,154,297,0,1352
"G4700030","2010","3","6","Tennessee","47","Bedford County","003",,,,,,,,,,,,,,"43180","99999","999",,,,,,,,,,,,,,"Bedford County",,45058,1830,510,16,266,77,328,1,632
"G4700050","2010","3","6","Tennessee","47","Benton County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benton County",,16489,1912,151,22,158,36,977,1,567
"G4700070","2010","3","6","Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bledsoe County",,12876,1021,120,14,74,56,283,29,445
"G4700090","2010","3","6","Tennessee","47","Blount County","009",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Blount County",,123010,6001,1638,71,929,210,1557,10,1586
"G4700110","2010","3","6","Tennessee","47","Bradley County","011",,,,,,,,,,,,,,"17420","99999","174",,,,,,,,,,,,,,"Bradley County",,98963,3448,1306,55,590,146,263,6,1082
"G4700130","2010","3","6","Tennessee","47","Campbell County","013",,,,,,,,,,,,,,"29220","99999","314",,,,,,,,,,,,,,"Campbell County",,40716,3612,650,27,320,89,1457,0,1069
"G4700150","2010","3","6","Tennessee","47","Cannon County","015",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Cannon County",,13801,565,103,9,77,45,64,0,267
"G4700170","2010","3","6","Tennessee","47","Carroll County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,28522,1677,459,29,243,72,169,1,704
"G4700190","2010","3","6","Tennessee","47","Carter County","019",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Carter County",,57424,3549,647,41,337,155,900,3,1466
"G4700210","2010","3","6","Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Cheatham County",,39105,1143,220,13,358,46,88,4,414
"G4700230","2010","3","6","Tennessee","47","Chester County","023",,,,,,,,,,,,,,"27180","99999","297",,,,,,,,,,,,,,"Chester County",,17131,772,147,14,110,29,102,0,370
"G4700250","2010","3","6","Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Claiborne County",,32213,2006,417,14,268,76,362,1,868
"G4700270","2010","3","6","Tennessee","47","Clay County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,7861,924,149,7,74,13,337,0,344
"G4700290","2010","3","6","Tennessee","47","Cocke County","029",,,,,,,,,,,,,,"35460","99999","314",,,,,,,,,,,,,,"Cocke County",,35662,2671,434,31,236,85,746,15,1124
"G4700310","2010","3","6","Tennessee","47","Coffee County","031",,,,,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,,,"Coffee County",,52796,2508,821,26,353,85,427,4,792
"G4700330","2010","3","6","Tennessee","47","Crockett County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crockett County",,14586,716,179,12,85,43,35,14,348
"G4700350","2010","3","6","Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,"18900","99999","999",,,,,,,,,,,,,,"Cumberland County",,56053,4360,730,49,669,136,1750,4,1022
"G4700370","2010","3","6","Tennessee","47","Davidson County","037",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Davidson County",,626681,24479,11620,418,5243,654,1385,4,5155
"G4700390","2010","3","6","Tennessee","47","Decatur County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Decatur County",,11757,1946,140,17,125,44,1139,0,481
"G4700410","2010","3","6","Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"DeKalb County",,18723,1985,256,13,204,42,1091,6,373
"G4700430","2010","3","6","Tennessee","47","Dickson County","043",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Dickson County",,49666,1713,488,18,346,65,145,5,646
"G4700450","2010","3","6","Tennessee","47","Dyer County","045",,,,,,,,,,,,,,"20540","99999","999",,,,,,,,,,,,,,"Dyer County",,38335,1520,555,22,201,40,100,2,600
"G4700470","2010","3","6","Tennessee","47","Fayette County","047",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Fayette County",,38413,1164,199,20,305,56,118,3,463
"G4700490","2010","3","6","Tennessee","47","Fentress County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fentress County",,17959,1711,203,5,150,80,527,1,745
"G4700510","2010","3","6","Tennessee","47","Franklin County","051",,,,,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,,,"Franklin County",,41052,2686,468,12,344,134,1029,10,689
"G4700530","2010","3","6","Tennessee","47","Gibson County","053",,,,,,,,,,,,,,"26480","99999","297",,,,,,,,,,,,,,"Gibson County",,49683,2309,645,30,336,87,93,3,1115
"G4700550","2010","3","6","Tennessee","47","Giles County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Giles County",,29485,1969,490,25,238,130,388,1,697
"G4700570","2010","3","6","Tennessee","47","Grainger County","057",,,,,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,,,"Grainger County",,22657,1865,193,9,170,56,792,2,643
"G4700590","2010","3","6","Tennessee","47","Greene County","059",,,,,,,,,,,,,,"24620","99999","999",,,,,,,,,,,,,,"Greene County",,68831,4007,855,35,487,188,413,6,2023
"G4700610","2010","3","6","Tennessee","47","Grundy County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grundy County",,13703,992,196,9,69,47,383,11,277
"G4700630","2010","3","6","Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,,,"Hamblen County",,62544,2403,759,21,475,103,169,4,872
"G4700650","2010","3","6","Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Hamilton County",,336463,14425,5273,202,2836,579,1080,28,4427
"G4700670","2010","3","6","Tennessee","47","Hancock County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hancock County",,6819,799,71,9,42,9,290,0,378
"G4700690","2010","3","6","Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hardeman County",,27253,1550,384,19,156,42,350,0,599
"G4700710","2010","3","6","Tennessee","47","Hardin County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hardin County",,26026,3303,358,24,274,54,1886,0,707
"G4700730","2010","3","6","Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Hawkins County",,56833,3527,885,42,402,139,551,10,1498
"G4700750","2010","3","6","Tennessee","47","Haywood County","075",,,,,,,,,,,,,,"15140","99999","999",,,,,,,,,,,,,,"Haywood County",,18787,856,286,8,90,24,133,0,315
"G4700770","2010","3","6","Tennessee","47","Henderson County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Henderson County",,27769,1552,426,15,212,41,191,1,666
"G4700790","2010","3","6","Tennessee","47","Henry County","079",,,,,,,,,,,,,,"37540","99999","999",,,,,,,,,,,,,,"Henry County",,32330,3450,365,19,236,106,1782,13,929
"G4700810","2010","3","6","Tennessee","47","Hickman County","081",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Hickman County",,24690,1335,229,10,176,37,252,2,629
"G4700830","2010","3","6","Tennessee","47","Houston County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Houston County",,8426,839,119,15,46,12,390,2,255
"G4700850","2010","3","6","Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Humphreys County",,18538,1411,206,29,136,33,613,2,392
"G4700870","2010","3","6","Tennessee","47","Jackson County","087",,,,,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,,,"Jackson County",,11638,1054,110,15,102,33,325,0,469
"G4700890","2010","3","6","Tennessee","47","Jefferson County","089",,,,,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,,,"Jefferson County",,51407,3635,605,24,534,120,1349,3,1000
"G4700910","2010","3","6","Tennessee","47","Johnson County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnson County",,18244,1761,155,26,131,49,603,4,793
"G4700930","2010","3","6","Tennessee","47","Knox County","093",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Knox County",,432226,17700,6777,287,3747,816,1048,5,5020
"G4700950","2010","3","6","Tennessee","47","Lake County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lake County",,7832,328,106,7,34,6,83,0,92
"G4700970","2010","3","6","Tennessee","47","Lauderdale County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lauderdale County",,27815,1461,516,15,223,40,241,12,414
"G4700990","2010","3","6","Tennessee","47","Lawrence County","099",,,,,,,,,,,,,,"29980","99999","999",,,,,,,,,,,,,,"Lawrence County",,41869,1902,429,25,238,114,230,0,866
"G4701010","2010","3","6","Tennessee","47","Lewis County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lewis County",,12161,689,108,9,79,44,144,0,305
"G4701030","2010","3","6","Tennessee","47","Lincoln County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,33361,1859,320,22,239,101,267,4,906
"G4701050","2010","3","6","Tennessee","47","Loudon County","105",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Loudon County",,48556,1899,360,26,431,93,373,0,616
"G4701070","2010","3","6","Tennessee","47","McMinn County","107",,,,,,,,,,,,,,"11940","99999","174",,,,,,,,,,,,,,"McMinn County",,52266,2476,568,33,447,141,220,1,1066
"G4701090","2010","3","6","Tennessee","47","McNairy County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McNairy County",,26075,1607,246,10,195,51,233,1,871
"G4701110","2010","3","6","Tennessee","47","Macon County","111",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Macon County",,22248,1300,362,11,179,53,108,11,576
"G4701130","2010","3","6","Tennessee","47","Madison County","113",,,,,,,,,,,,,,"27180","99999","297",,,,,,,,,,,,,,"Madison County",,98294,3804,1555,54,663,111,195,2,1224
"G4701150","2010","3","6","Tennessee","47","Marion County","115",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Marion County",,28237,1551,395,22,178,56,355,1,544
"G4701170","2010","3","6","Tennessee","47","Marshall County","117",,,,,,,,,,,,,,"30280","99999","999",,,,,,,,,,,,,,"Marshall County",,30617,1269,344,23,222,46,89,6,539
"G4701190","2010","3","6","Tennessee","47","Maury County","119",,,,,,,,,,,,,,"17940","99999","400",,,,,,,,,,,,,,"Maury County",,80956,3591,1279,37,715,98,216,1,1245
"G4701210","2010","3","6","Tennessee","47","Meigs County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Meigs County",,11753,942,103,5,103,27,476,3,225
"G4701230","2010","3","6","Tennessee","47","Monroe County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,44519,3076,568,29,368,119,849,1,1142
"G4701250","2010","3","6","Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,,,"Montgomery County",,172331,6425,3222,113,1357,193,254,14,1272
"G4701270","2010","3","6","Tennessee","47","Moore County","127",,,,,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,,,"Moore County",,6362,423,28,5,33,7,179,1,170
"G4701290","2010","3","6","Tennessee","47","Morgan County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morgan County",,21987,1228,171,14,139,81,252,0,571
"G4701310","2010","3","6","Tennessee","47","Obion County","131",,,,,,,,,,,,,,"46460","99999","542",,,,,,,,,,,,,,"Obion County",,31807,1582,486,28,192,84,218,1,573
"G4701330","2010","3","6","Tennessee","47","Overton County","133",,,,,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,,,"Overton County",,22083,1475,184,20,104,41,319,1,806
"G4701350","2010","3","6","Tennessee","47","Perry County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perry County",,7915,1439,60,4,73,15,887,0,400
"G4701370","2010","3","6","Tennessee","47","Pickett County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pickett County",,5077,1285,130,11,69,11,818,0,246
"G4701390","2010","3","6","Tennessee","47","Polk County","139",,,,,,,,,,,,,,"17420","99999","174",,,,,,,,,,,,,,"Polk County",,16825,1338,207,25,130,30,481,0,465
"G4701410","2010","3","6","Tennessee","47","Putnam County","141",,,,,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,,,"Putnam County",,72321,2952,1047,34,404,117,302,12,1036
"G4701430","2010","3","6","Tennessee","47","Rhea County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rhea County",,31809,2089,441,23,239,52,593,7,734
"G4701450","2010","3","6","Tennessee","47","Roane County","145",,,,,,,,,,,,,,"25340","99999","314",,,,,,,,,,,,,,"Roane County",,54181,3340,760,29,419,117,611,11,1393
"G4701470","2010","3","6","Tennessee","47","Robertson County","147",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Robertson County",,66283,1889,608,40,379,120,120,24,598
"G4701490","2010","3","6","Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Rutherford County",,262604,6736,3090,88,1515,244,362,1,1436
"G4701510","2010","3","6","Tennessee","47","Scott County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,22228,1239,211,11,88,40,235,0,654
"G4701530","2010","3","6","Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Sequatchie County",,14112,849,201,19,121,64,191,0,253
"G4701550","2010","3","6","Tennessee","47","Sevier County","155",,,,,,,,,,,,,,"42940","99999","314",,,,,,,,,,,,,,"Sevier County",,89889,20575,1932,54,1015,229,15624,4,1717
"G4701570","2010","3","6","Tennessee","47","Shelby County","157",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Shelby County",,927644,47303,24824,701,6099,878,1182,7,13612
"G4701590","2010","3","6","Tennessee","47","Smith County","159",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Smith County",,19166,1119,227,19,150,42,188,1,492
"G4701610","2010","3","6","Tennessee","47","Stewart County","161",,,,,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,,,"Stewart County",,13324,1392,133,5,100,27,661,7,459
"G4701630","2010","3","6","Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Sullivan County",,156823,7462,2174,98,1284,317,906,1,2682
"G4701650","2010","3","6","Tennessee","47","Sumner County","165",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Sumner County",,160645,4993,1823,86,1211,207,329,5,1332
"G4701670","2010","3","6","Tennessee","47","Tipton County","167",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Tipton County",,61081,1582,509,22,309,68,65,5,604
"G4701690","2010","3","6","Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Trousdale County",,7870,392,103,2,50,27,41,4,165
"G4701710","2010","3","6","Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Unicoi County",,18313,1104,188,8,98,63,213,1,533
"G4701730","2010","3","6","Tennessee","47","Union County","173",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Union County",,19109,1567,246,8,167,60,634,0,452
"G4701750","2010","3","6","Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,5548,417,25,3,53,11,195,0,130
"G4701770","2010","3","6","Tennessee","47","Warren County","177",,,,,,,,,,,,,,"32660","99999","999",,,,,,,,,,,,,,"Warren County",,39839,1971,565,24,297,96,227,6,756
"G4701790","2010","3","6","Tennessee","47","Washington County","179",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Washington County",,122979,5932,1793,79,1060,181,457,7,2355
"G4701810","2010","3","6","Tennessee","47","Wayne County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,17021,1151,164,7,104,52,289,0,535
"G4701830","2010","3","6","Tennessee","47","Weakley County","183",,,,,,,,,,,,,,"32280","99999","542",,,,,,,,,,,,,,"Weakley County",,35021,1597,489,26,219,108,166,0,589
"G4701850","2010","3","6","Tennessee","47","White County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White County",,25841,1239,214,5,180,64,230,1,545
"G4701870","2010","3","6","Tennessee","47","Williamson County","187",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Williamson County",,183182,3612,954,99,1158,231,352,6,812
"G4701890","2010","3","6","Tennessee","47","Wilson County","189",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Wilson County",,113993,3005,818,43,661,168,361,1,953
"G4800010","2010","3","7","Texas","48","Anderson County","001",,,,,,,,,,,,,,"37300","99999","999",,,,,,,,,,,,,,"Anderson County",,58458,2898,470,28,260,123,854,4,1159
"G4800030","2010","3","7","Texas","48","Andrews County","003",,,,,,,,,,,,,,"11380","99999","999",,,,,,,,,,,,,,"Andrews County",,14786,555,94,13,72,52,80,4,240
"G4800050","2010","3","7","Texas","48","Angelina County","005",,,,,,,,,,,,,,"31260","99999","999",,,,,,,,,,,,,,"Angelina County",,86771,4499,1160,34,324,116,1265,4,1596
"G4800070","2010","3","7","Texas","48","Aransas County","007",,,,,,,,,,,,,,"18580","99999","204",,,,,,,,,,,,,,"Aransas County",,23158,5560,827,37,318,54,3906,2,416
"G4800090","2010","3","7","Texas","48","Archer County","009",,,,,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,,,"Archer County",,9054,569,87,1,42,26,190,1,222
"G4800110","2010","3","7","Texas","48","Armstrong County","011",,,,,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,,,"Armstrong County",,1901,153,21,0,17,7,30,0,78
"G4800130","2010","3","7","Texas","48","Atascosa County","013",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Atascosa County",,44911,2385,344,19,205,59,625,14,1119
"G4800150","2010","3","7","Texas","48","Austin County","015",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Austin County",,28417,2089,295,20,200,19,830,1,724
"G4800170","2010","3","7","Texas","48","Bailey County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bailey County",,7165,316,54,5,26,38,15,27,151
"G4800190","2010","3","7","Texas","48","Bandera County","019",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Bandera County",,20485,2997,222,15,224,29,2005,0,502
"G4800210","2010","3","7","Texas","48","Bastrop County","021",,,,,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,,,"Bastrop County",,74171,3476,657,38,437,239,878,9,1218
"G4800230","2010","3","7","Texas","48","Baylor County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baylor County",,3726,996,37,3,64,10,632,0,250
"G4800250","2010","3","7","Texas","48","Bee County","025",,,,,,,,,,,,,,"13300","99999","999",,,,,,,,,,,,,,"Bee County",,31861,1607,283,19,109,36,341,10,809
"G4800270","2010","3","7","Texas","48","Bell County","027",,,,,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,,,"Bell County",,310235,11435,5879,251,1644,413,618,11,2619
"G4800290","2010","3","7","Texas","48","Bexar County","029",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Bexar County",,1714773,53941,25551,1058,7235,1537,4553,72,13935
"G4800310","2010","3","7","Texas","48","Blanco County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Blanco County",,10497,1223,104,6,95,16,716,2,284
"G4800330","2010","3","7","Texas","48","Borden County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Borden County",,641,121,8,0,4,1,64,1,43
"G4800350","2010","3","7","Texas","48","Bosque County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bosque County",,18212,2369,258,11,172,32,1236,10,650
"G4800370","2010","3","7","Texas","48","Bowie County","037",,,,,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,,,"Bowie County",,92565,3824,1234,83,422,98,305,4,1678
"G4800390","2010","3","7","Texas","48","Brazoria County","039",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Brazoria County",,313166,11747,4236,219,1674,411,2055,32,3120
"G4800410","2010","3","7","Texas","48","Brazos County","041",,,,,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,,,"Brazos County",,194851,5961,2979,235,560,208,703,25,1251
"G4800430","2010","3","7","Texas","48","Brewster County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brewster County",,9232,1176,176,18,68,22,533,1,358
"G4800450","2010","3","7","Texas","48","Briscoe County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Briscoe County",,1637,261,19,0,14,9,67,1,151
"G4800470","2010","3","7","Texas","48","Brooks County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brooks County",,7223,597,51,3,22,36,127,1,357
"G4800490","2010","3","7","Texas","48","Brown County","049",,,,,,,,,,,,,,"15220","99999","999",,,,,,,,,,,,,,"Brown County",,38106,3509,454,31,272,77,1425,4,1246
"G4800510","2010","3","7","Texas","48","Burleson County","051",,,,,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,,,"Burleson County",,17187,2010,114,4,82,34,928,6,842
"G4800530","2010","3","7","Texas","48","Burnet County","053",,,,,,,,,,,,,,"31920","99999","126",,,,,,,,,,,,,,"Burnet County",,42750,4359,440,26,449,50,2655,5,734
"G4800550","2010","3","7","Texas","48","Caldwell County","055",,,,,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,,,"Caldwell County",,38066,1458,361,15,180,102,269,6,525
"G4800570","2010","3","7","Texas","48","Calhoun County","057",,,,,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,,,"Calhoun County",,21381,3644,491,14,202,19,2301,20,597
"G4800590","2010","3","7","Texas","48","Callahan County","059",,,,,,,,,,,,,,"10180","99999","999",,,,,,,,,,,,,,"Callahan County",,13544,1102,158,13,94,43,286,6,502
